name,disease,mnemonic,diseaseName
"GRM6",http://purl.uniprot.org/diseases/377,"CSNB1B","A non-progressive retinal disorder characterized by impaired night vision. Congenital stationary night blindness type 1B is an autosomal recessive form associated with a negative electroretinogram waveform. Patients are night blind from an early age, and when maximally dark-adapted, they could perceive lights only with an intensity equal to or slightly dimmer than that normally detected by the cone system. ERGs in response to single brief flashes of light have clearly detectable a-waves, which are derived from photoreceptors, and greatly reduced b-waves, which are derived from the second-order inner retinal neurons. ERGs in response to sawtooth flickering light indicate a markedly reduced on response and a nearly normal OFF response. There is no subjective delay in the perception of suddenly appearing white vs black objects on a gray background."
"TRPM1",http://purl.uniprot.org/diseases/2588,"CSNB1C","A non-progressive retinal disorder characterized by impaired night vision, often associated with nystagmus and myopia."
"SLC24A1",http://purl.uniprot.org/diseases/3077,"CSNB1D","An autosomal recessive form of congenital stationary night blindness, a non-progressive retinal disorder characterized by impaired night vision. CSNB1D is characterized by a Riggs type of electroretinogram (proportionally reduced a- and b-waves). Patients have visual acuity within the normal range and no symptoms of myopia and/or nystagmus."
"GPR179",http://purl.uniprot.org/diseases/3426,"CSNB1E","An autosomal recessive, non-progressive retinal disorder characterized by impaired night vision, absence of the electroretinogram (ERG) b-wave, and variable degrees of involvement of other visual functions. Affected individuals have an ERG waveform that lacks the b-wave because of failure to transmit the photoreceptor signal through the retinal depolarizing bipolar cells."
"LRIT3",http://purl.uniprot.org/diseases/3687,"CSNB1F","An autosomal recessive form of congenital stationary night blindness, a non-progressive retinal disorder characterized by impaired night vision, often associated with nystagmus and myopia."
"CACNA1F",http://purl.uniprot.org/diseases/376,"CSNB2A","A non-progressive retinal disorder characterized by impaired night vision, often associated with nystagmus and myopia."
"CABP4",http://purl.uniprot.org/diseases/378,"CSNB2B","A non-progressive retinal disorder characterized by impaired night vision, often associated with nystagmus and myopia."
"RHO",http://purl.uniprot.org/diseases/371,"CSNBAD1","A non-progressive retinal disorder characterized by impaired night vision, often associated with nystagmus and myopia."
"PDE6B",http://purl.uniprot.org/diseases/372,"CSNBAD2","A non-progressive retinal disorder characterized by impaired night vision, often associated with nystagmus and myopia."
"GNAT1",http://purl.uniprot.org/diseases/373,"CSNBAD3","A non-progressive retinal disorder characterized by impaired night vision, often associated with nystagmus and myopia."
"SAG",http://purl.uniprot.org/diseases/374,"CSNBO1","A non-progressive retinal disorder characterized by impaired night vision, often associated with nystagmus and myopia. Congenital stationary night blindness Oguchi type is an autosomal recessive form associated with fundus discoloration and abnormally slow dark adaptation."
"GRK1",http://purl.uniprot.org/diseases/2770,"CSNBO2","A non-progressive retinal disorder characterized by impaired night vision, often associated with nystagmus and myopia. Congenital stationary night blindness Oguchi type is associated with fundus discoloration and abnormally slow dark adaptation."
"NBN",http://purl.uniprot.org/diseases/2058,"NBS","A disorder characterized by chromosomal instability, radiation sensitivity, microcephaly, growth retardation, immunodeficiency and predisposition to cancer, particularly to lymphoid malignancies."
"RAD50",http://purl.uniprot.org/diseases/2806,"NBSLD","A disorder similar to Nijmegen breakage syndrome and characterized by chromosomal instability, radiation sensitivity, microcephaly, growth retardation, short stature and bird-like face. Immunodeficiency is absent."
"PNPLA3",http://purl.uniprot.org/diseases/2071,"NAFLD1","A condition characterized by accumulation of triglycerides in the liver. It is associated with adverse metabolic consequences, including insulin resistance and dyslipidemia. In a subset of individuals, hepatic steatosis promotes an inflammatory response in the liver, referred to as steatohepatitis, which can progress to cirrhosis and liver cancer. NAFLD is the most common form of liver disease in Western countries."
"GP1BA",http://purl.uniprot.org/diseases/2713,"NAION","An ocular disease due to ischemic injury to the optic nerve. It usually affects the optic disk and leads to visual loss and optic disk swelling of a pallid nature. Visual loss is usually sudden, or over a few days at most and is usually permanent, with some recovery possibly occurring within the first weeks or months. Patients with small disks having smaller or non-existent cups have an anatomical predisposition for non-arteritic anterior ischemic optic neuropathy. As an ischemic episode evolves, the swelling compromises circulation, with a spiral of ischemia resulting in further neuronal damage."
"MSX1",http://purl.uniprot.org/diseases/826,"OFC5","A birth defect consisting of cleft lips with or without cleft palate. Cleft lips are associated with cleft palate in two-third of cases. A cleft lip can occur on one or both sides and range in severity from a simple notch in the upper lip to a complete opening in the lip extending into the floor of the nostril and involving the upper gum."
"IRF6",http://purl.uniprot.org/diseases/827,"OFC6","A birth defect consisting of cleft lips with or without cleft palate. Cleft lips are associated with cleft palate in two-third of cases. A cleft lip can occur on one or both sides and range in severity from a simple notch in the upper lip to a complete opening in the lip extending into the floor of the nostril and involving the upper gum."
"PVRL1",http://purl.uniprot.org/diseases/828,"OFC7","A birth defect consisting of cleft lips with or without cleft palate. Cleft lips are associated with cleft palate in two-third of cases. A cleft lip can occur on one or both sides and range in severity from a simple notch in the upper lip to a complete opening in the lip extending into the floor of the nostril and involving the upper gum."
"TP63",http://purl.uniprot.org/diseases/829,"OFC8","A birth defect consisting of cleft lips with or without cleft palate. Cleft lips are associated with cleft palate in two-third of cases. A cleft lip can occur on one or both sides and range in severity from a simple notch in the upper lip to a complete opening in the lip extending into the floor of the nostril and involving the upper gum."
"SUMO1",http://purl.uniprot.org/diseases/2972,"OFC10","A birth defect consisting of cleft lips with or without cleft palate. Cleft lips are associated with cleft palate in two-third of cases. A cleft lip can occur on one or both sides and range in severity from a simple notch in the upper lip to a complete opening in the lip extending into the floor of the nostril and involving the upper gum."
"BMP4",http://purl.uniprot.org/diseases/830,"OFC11","A birth defect consisting of cleft lips with or without cleft palate. Cleft lips are associated with cleft palate in two-third of cases. A cleft lip can occur on one or both sides and range in severity from a simple notch in the upper lip to a complete opening in the lip extending into the floor of the nostril and involving the upper gum."
"CBL",http://purl.uniprot.org/diseases/2913,"NSLL","A syndrome characterized by a phenotype reminiscent of Noonan syndrome. Clinical features are highly variable, including facial dysmorphism, short neck, developmental delay, hyperextensible joints and thorax abnormalities with widely spaced nipples. The facial features consist of triangular face with hypertelorism, large low-set ears, ptosis, and flat nasal bridge. Some patients manifest cardiac defects. Some have an increased risk for certain malignancies, particularly juvenile myelomonocytic leukemia."
